 Age,RACE,famsize,INCOME,REGION,categories,colors,prices.amountMax,prices.amountMin,prices.color,prices.isSale,gender
35,WHITE,3,HINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,54.99,Gray,FALSE,Male
37,BLACK,3,NPOOR,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Nude,FALSE,Male
38,BLACK,3,NPOOR,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,54.99,Lilac,FALSE,Male
38,ASIAN,4,HINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,54.99,Gray,FALSE,Male
25,BLACK,2,LINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,54.99,Gray,FALSE,Male
25,WHITE,2,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,White,FALSE,Male
43,WHITE,4,POOR,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,White,FALSE,Male
40,WHITE,1,LINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Light Gray,FALSE,Male
42,WHITE,2,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Green,FALSE,Male
43,WHITE,2,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Red,FALSE,Male
38,WHITE,4,HINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Green,FALSE,Male
32,WHITE,6,POOR,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,54.99,Camel,FALSE,Male
25,WHITE,2,POOR,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Off White,FALSE,Male
44,WHITE,3,MINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Light Gray,FALSE,Male
28,WHITE,5,HINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Off White,FALSE,Male
36,WHITE,3,MINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Off White,FALSE,Male
28,WHITE,4,NPOOR,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Gray,FALSE,Male
25,WHITE,2,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Taupe,FALSE,Male
28,NATIV,2,POOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,54.99,White,FALSE,Male
26,WHITE,1,LINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Gray,FALSE,Male
31,WHITE,2,HINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,54.99,Taupe,FALSE,Male
27,WHITE,6,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,46.74,Gray,FALSE,Male
43,WHITE,5,LINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,White,FALSE,Male
40,WHITE,3,NPOOR,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Black,FALSE,Male
44,WHITE,4,POOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Black,FALSE,Male
36,WHITE,3,POOR,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Red,FALSE,Male
34,WHITE,2,MINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Gray,FALSE,Male
41,BLACK,1,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Nude,FALSE,Male
41,WHITE,3,MINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Gray,FALSE,Male
31,BLACK,3,HINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Nude,FALSE,Male
39,WHITE,5,LINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Gray,FALSE,Male
33,WHITE,5,LINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Red,FALSE,Male
27,WHITE,3,POOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Gray,FALSE,Male
34,WHITE,5,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Gray,FALSE,Male
41,BLACK,6,POOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Nude,FALSE,Male
32,WHITE,3,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Red,FALSE,Male
34,BLACK,5,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Gray,FALSE,Male
41,WHITE,3,HINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Nude,FALSE,Male
42,WHITE,2,HINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Nude,FALSE,Male
35,WHITE,1,HINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Nude,FALSE,Male
31,WHITE,2,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Olive,FALSE,Male
33,WHITE,1,HINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Olive,FALSE,Male
30,WHITE,2,HINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Olive,FALSE,Male
44,BLACK,4,HINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Gray,FALSE,Male
26,WHITE,5,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Taupe,FALSE,Male
36,WHITE,5,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Black,FALSE,Male
38,WHITE,2,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Gray,FALSE,Male
40,WHITE,4,LINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Black,FALSE,Male
38,WHITE,7,POOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Olive,FALSE,Male
37,BLACK,5,MINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Gray,FALSE,Male
32,WHITE,2,POOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,59.99,Navy,FALSE,Male
44,WHITE,2,POOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Gray,FALSE,Male
27,WHITE,6,NPOOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Black,FALSE,Male
44,WHITE,5,MINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Navy,FALSE,Male
36,WHITE,4,POOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Gray,FALSE,Male
37,WHITE,4,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Gray,FALSE,Male
44,WHITE,4,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,59.99,Gray,FALSE,Male
34,WHITE,1,LINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,69.99,Gray,FALSE,Male
35,BLACK,3,POOR,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,44.99,Black,FALSE,Male
37,WHITE,3,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,44.99,Black,FALSE,Male
30,BLACK,5,POOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Black,FALSE,Male
33,WHITE,4,MINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,47.99,Nude,FALSE,Male
33,WHITE,1,MINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,59.99,Navy,FALSE,Male
31,WHITE,8,LINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,59.99,Black,FALSE,Male
39,WHITE,3,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,59.99,Black,FALSE,Male
40,WHITE,3,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,59.99,Navy,FALSE,Male
37,ASIAN,3,HINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Gray,FALSE,Male
30,WHITE,5,MINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Black,FALSE,Male
40,OTHER,2,POOR,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,47.99,Gray,FALSE,Male
26,WHITE,3,MINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,47.99,Nude,FALSE,Male
28,WHITE,4,NPOOR,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,59.99,Nude,FALSE,Male
35,WHITE,4,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,69.99,Black,FALSE,Male
36,BLACK,2,LINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,59.99,Nude,FALSE,Male
43,BLACK,6,POOR,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Nude,FALSE,Male
33,WHITE,1,POOR,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Navy,FALSE,Male
45,WHITE,5,LINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,69.99,Nude,FALSE,Male
35,WHITE,4,MINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Gray,FALSE,Male
45,WHITE,6,LINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Gray,FALSE,Male
42,BLACK,4,MINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,59.99,Nude,FALSE,Male
37,ASIAN,1,HINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,59.99,Nude,FALSE,Male
31,WHITE,4,MINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Nude,FALSE,Male
28,WHITE,4,MINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,44.99,Nude,FALSE,Male
44,WHITE,6,MINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Navy,FALSE,Male
28,BLACK,2,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Nude,FALSE,Male
45,WHITE,1,LINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Navy,FALSE,Male
31,WHITE,4,LINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,50.99,Navy,FALSE,Male
44,ASIAN,4,LINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Gray,FALSE,Male
43,WHITE,9,POOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Gray,FALSE,Male
41,WHITE,5,POOR,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",69.99,50.99,Navy,FALSE,Male
42,WHITE,2,HINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Nude,FALSE,Male
37,WHITE,5,POOR,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Navy,FALSE,Male
26,WHITE,2,HINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Gray,FALSE,Male
39,WHITE,2,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Navy,FALSE,Male
38,WHITE,7,LINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Navy,FALSE,Male
45,WHITE,5,HINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Navy,FALSE,Male
25,WHITE,4,HINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Brown,FALSE,Male
35,WHITE,2,HINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Gray,FALSE,Male
27,WHITE,4,MINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Black,FALSE,Male
45,WHITE,2,MINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Navy,FALSE,Male
41,ASIAN,5,MINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Gray,FALSE,Male
35,WHITE,6,POOR,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Gray,FALSE,Male
31,WHITE,4,HINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Brown,FALSE,Male
37,WHITE,2,MINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Gray,FALSE,Male
29,WHITE,3,HINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Navy,FALSE,Male
39,WHITE,1,LINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Navy,FALSE,Male
30,WHITE,3,LINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Brown,FALSE,Male
34,WHITE,5,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Gray,FALSE,Male
44,BLACK,3,POOR,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Black,FALSE,Male
40,WHITE,5,POOR,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Gray,FALSE,Male
37,WHITE,2,HINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Gray,FALSE,Male
32,WHITE,5,POOR,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Taupe,FALSE,Male
42,WHITE,4,POOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Gray,FALSE,Male
33,WHITE,6,LINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Black Silver,FALSE,Male
41,WHITE,1,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Taupe,FALSE,Male
26,WHITE,5,HINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Black Silver,FALSE,Male
29,WHITE,2,LINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Taupe,FALSE,Male
46,WHITE,3,HINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Black Silver,FALSE,Male
35,OTHER,3,HINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Black,FALSE,Male
45,BLACK,2,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Black Silver,FALSE,Male
43,WHITE,5,POOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Black Silver,FALSE,Male
31,BLACK,2,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Black,FALSE,Male
28,WHITE,1,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Gray,FALSE,Male
34,WHITE,6,LINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Black Silver,FALSE,Male
26,WHITE,5,MINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Black Silver,FALSE,Male
37,WHITE,2,HINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Gray,FALSE,Male
41,WHITE,2,HINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Gray,FALSE,Male
44,WHITE,5,MINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Gray,FALSE,Male
35,WHITE,5,MINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Taupe,FALSE,Male
35,BLACK,5,POOR,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,33.74,Black,FALSE,Male
29,WHITE,2,HINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,44.99,Black,FALSE,Male
28,WHITE,3,NPOOR,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,35.99,Red,FALSE,Male
31,WHITE,2,HINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,38.24,Red,FALSE,Male
31,WHITE,2,HINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,44.99,Black,FALSE,Male
34,WHITE,6,POOR,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,59.99,Taupe,FALSE,Male
41,WHITE,4,POOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,59.99,Red,FALSE,Male
36,WHITE,2,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,38.24,Taupe,FALSE,Male
45,BLACK,5,POOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,35.99,Taupe,FALSE,Male
40,WHITE,2,HINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,35.99,Taupe,FALSE,Male
32,BLACK,1,NPOOR,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,38.24,Taupe,FALSE,Male
31,WHITE,1,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,38.24,Gray,FALSE,Male
32,WHITE,4,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,44.99,Black,FALSE,Male
43,WHITE,3,NPOOR,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,33.74,Gray,FALSE,Male
25,WHITE,3,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,59.99,Red,FALSE,Male
40,WHITE,1,HINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,35.99,Gray,FALSE,Male
28,WHITE,3,POOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,44.99,Red,FALSE,Male
35,WHITE,1,HINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,44.99,Gray,FALSE,Male
38,WHITE,2,HINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",59.99,38.24,Black,FALSE,Male
25,WHITE,8,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Taupe,FALSE,Male
32,WHITE,8,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Taupe,FALSE,Male
27,WHITE,2,MINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,33.99,Taupe,FALSE,Male
36,WHITE,1,HINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Gray,FALSE,Male
33,WHITE,2,LINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Taupe,FALSE,Male
44,WHITE,4,HINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,33.99,Black,FALSE,Male
39,WHITE,1,MINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Black,FALSE,Male
33,WHITE,3,POOR,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Gray,FALSE,Male
28,WHITE,1,HINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Gray,FALSE,Male
46,WHITE,2,LINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,31.99,Stone,FALSE,Male
34,WHITE,5,NPOOR,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Taupe,FALSE,Male
28,BLACK,5,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Taupe,FALSE,Male
33,WHITE,6,MINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,29.99,Taupe,FALSE,Male
42,WHITE,6,MINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,29.99,Stone,FALSE,Male
